,Company,Title,Location,URL,Salary,Site,Keyword,City,State,Description
73,Apex Systems,Marketing Analyst,"San Francisco, CA",https://job-openings.monster.com/marketing-analyst-san-francisco-ca-us-apex-systems/204448193, ,Monster,Data Scientist,San Francisco, CA,"Job DescriptionJob #:   923483 Position: Sr. Analyst, CRM Testing Status: Full time, Contract to Hire Reports to: Sr. Manager, CRM Strategy Location: San Francisco     Your role:  As Sr. Analyst – CRM Testing, you will work as part of a cross functional agile CRM scrum team focused on rapidly testing, learning and iterating new client led marketing opportunities. You will be at the center of revolutionizing our approach to Personalization testing. Your role on the scrum team will be to size, design, coordinate, measure and provide insights of A/B tests across multiple media channels and platforms: email, mobile, site, direct mail and digital paid media. Reporting to the Sr. Manager of CRM Strategy, you will lead:   CRM Pilot Opportunity Sizing:    Actively explore our marketing, sales and client data to identify business opportunities Use a data centric approach to estimating the business impact of potential CRM pilots Prioritize and manage the backlog of CRM test ideas   Campaign Test Design & Coordination:  Design the test plan to ensure ability to get a statistically significant read for KPIs to support the test hypothesis Work closely with the marketing channel specialists to ensure the test is designed and executed as needed Be open to creatively solving for and supporting cases where a pilot requires data or functionality that isn’t readily available or out of the box   Results Measurement & Insights:  Measure the results of A/B tests and provide clear learnings, insights and opportunities Track the testing throughput and incremental revenue generated by CRM pilots Communicate results daily with the core scrum team and more broadly with the larger cross functional stakeholders.      Qualifications:  2-4 years’ experience in an Analytics role Strong A/B testing background – ideally across multiple channels with experience and comfort with testing processes that requires being in the details of the data Strong SQL skills Excellent communication skills – able to articulate findings that are not always straightforward or intuitive Experience with APT Test & Learn is a plus Experience with Adobe Test & Target, Adobe Campaign and Tableau is a plus A passion for client and change management Strategic mindset Intellectual curiosity and willingness to accept feedback        THE TEAM & MISSION Our client is revolutionizing our approach to client-driven marketing.  We are taking our passion for our clients and injecting it with new thinking and agile processes to accelerate how we do CRM.  For this transformation, we need a diverse team of strategists, digital marketing experts, data scientists, developers and creatives dedicated to testing new ideas.  This team will be really good at interpreting data and insights, then asking 'what if we tried...?'.   Beyond ideation and concepting, we need scrappy individuals who can dig into the how. This team must thrive working in a dynamic environment to get things done.  They'll use their expertise and ingenuity to fill in gaps where needed.  And last, this team will be unwavering in their focus, upholding a mandate to rapidly test, iterate and inspire the entire organization with client learnings and opportunities.   THE PROFILE  Contagious energy Curious, borderline obsessed with testing Not afraid to fail, gain insights and apply to future Advocate for personalization and relevancy Knows how to both lead and listen in team settings Have as much fun in ideating at a whiteboard as combing through engagement data & trends    Working at Our Client's Field Support Center (FSC) Our North American operations are based in the heart of San Francisco’s Financial District, but you won’t hear us call it a headquarters – it’s the Field Support Center (FSC). At the FSC, we support our stores in providing the best possible experience for every client. Dedicated teams cater to our client’s every need by creating covetable assortments, curated content, compelling storytelling, smart strategy, skillful analysis, expert training, and more. It takes a lot of curious and confident individuals, disrupting the status quo and taking chances. The pace is fast, the fun is furious, and the passion is real. We never rest on our laurels. Our motto? If it’s not broken, fix it.     We are an equal opportunity employer and values diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, ancestry, citizenship, gender, gender identity, sexual orientation, age, marital status, military/veteran status, or disability status. Sephora is committed to working with and providing reasonable accommodation to applicants with physical and mental disabilities.                 EEO Employer Apex is an Equal Employment Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at  844-463-6178* 2-4 years' experience in an Analytics role * Strong A/B testing background - ideally across multiple channels with experience and comfort with testing processes that requires being in the details of the data * Strong SQL skills * Excellent communication skills - able to articulate findings that are not always straightforward or intuitive * Experience with APT Test & Learn is a plus * Experience with Adobe Test & Target, Adobe Campaign and Tableau is a plus * A passion for client and change management * Strategic mindset * Intellectual curiosity and willingness to accept feedback, * Curious, borderline obsessed with testing * Not afraid to fail, gain insights and apply to future * Advocate for personalization and relevancy * Knows how to both lead and listen in team settings * Have as much fun in ideating at a whiteboard as combing through engagement data & trends "
74,The Judge Group,Software Developer - Clearance,"Pasadena, CA",https://job-openings.monster.com/software-developer-clearance-pasadena-ca-us-the-judge-group/204049378, ,Monster,Data Scientist,Pasadena, CA,"Our client is currently seeking a Software Developer.We are looking for a Software Development Engineer with an active U.S. Government Top Secret (TS) security clearance with Sensitive Compartmented Information (SCI) accesses. Please contact Gabriel at glane@judge.com for immediate consideration!**W-2 Candidates Only** This job will have the following responsibilities:Develop data processing software for a special studies ground team to implement in a U.S. Government enterprise architecture Responsible for all stages of the software product life cycle - planning, analyzing, coding, designing, integrating, testing, deploying and providing support for production Define software use-cases, requirements and interfaces Interact with data scientists to convert prototype algorithms into automated, robust data processing software Qualifications & Requirements:Experience developing with one or more of the following technologies (Python, C/C++) Software development experience in team environment using software configuration management software Ability to establish and follow an enterprise framework for all phases of software development: requirements, design, development, testing, and delivery  Advanced degrees and certifications Familiar with JPL, NASA, or DoD practices and standards Knowledgeable of software languages (MATLAB, XML, JSON, Java, CUDA, Markup) Understands data file formats and image processing software and tools Experienced with software support tools for version control, issue tracking, collaboration, automation, containerization, document generation (JIRA, GIT, Artifactory, Confluence, Jenkins, Docker, Sphinx) Knowledgeable of Cloud Solutions (Amazon Web Services (AWS)) Familiar with software code analyzers/audit tools (Coverity, Semmle) Experienced with utilizing mathematical models and algorithms related to image chain processing Ability and willingness to learn new software skills as needed to perform project tasks Ability to work in a complex multi-task, schedule-driven environment Ability and initiative to perform effectively with minimal day-to-day oversight "
75,Cetera Financial Group,"Manager, Marketing & Advanced Analytics","San Diego, CA",https://job-openings.monster.com/manager-marketing-advanced-analytics-san-diego-ca-us-cetera-financial-group/204422672, ,Monster,Data Scientist,San Diego, CA," Position Title: Manager, Marketing & Advanced Analytics  What you will do:   Lead, manage and deliver advanced analytics that supports enterprise strategy, leveraging predictive modeling techniques, and translating complex methodologies into clear insights, compelling visualizations, and tangible actions that engrain analytics into business decisions. Supports vision for marketing and sales departments, delivering automated reporting and robust analytical approaches with goal to strengthen demand generation, conversion, and loyalty.  What you will do:   Lead role in helping to align organization around foundational Sales and Marketing KPIs, which includes incremental sales / margin, breakeven analysis, deep dive analysis, and any other analytical methodologies to assess or predict performance. Identify and develop robust test plans, optimized segmentation, and analytics best practices by evaluating and improving targeting, forecasting, and post mortem dive methodology.  Instill a deep intellectual curiosity and commitment to learning in order to solve critical business problems and push the boundary of our capabilities. Drive profitable growth through the introduction of predictive models to drive cross-sell, upsell, conversion, and lifetime value. Optimize approaches to predict response, impact, and opportunity to drive more effective, targeted, and personalized communication.  Develop actionable segmentation to drive targeted communication that connects touch points across advisor journey. Perform sub-segmentation to identify best customers, and deep dive analyses to better understand behaviors and needs. Synthesize 360 insights to provide holistic, actionable recommendations to stakeholders.  Develop and prioritize new reporting dimensions, automated dashboards and compelling visualizations that effectively measure, track, and quantify drivers of performance and marketing programs with the goal to optimize demand allocation in the pipeline, drive accountability and inform stakeholder decisions.  Identify advanced statistical and analytical techniques and leverage programming languages to mine through a wide range of data sets and isolate patterns across sources. Introduce new approaches to drive cutting-edge insights, and instill enterprise focus on client/advisor experience with analysis of net promoter and text analytics.  Key leadership role for marketing analytics, including management of internal team members and external vendor partners. Establish strong relationships with key stakeholders and work with business partners to execute strategy throughout the organization. I ndependently lead large scale studies and present findings across the business by translating complex analysis into clear insights and opportunities.     What you need to have:     Bachelor's degree from a four-year college or university required; majors in Marketing, Finance, Statistics, Mathematics, Economics, or related field preferred.  Masters in Computer Science, Math, Statistics preferred (or M.S. in related field with 5 years' experience applying data mining techniques to real business problems)  5 or more years' experience with advanced analytics / Data Science  Expertise in one or more statistical software packages (e.g. R, Python, SAS)  Deep understanding of Machine Learning and Data Mining techniques  Experience building large data sets across disparate sources (e.g. SQL)  Ability to summarize complex findings clearly and concisely.  Strong conceptual, analytical, and creative thinker.  Experience building and automating reports and dashboards that provide insight into acquisition and retention.     What we give you in return:  Our competitive Health program offers a comprehensive benefits package that supports healthy lifestyles, preventative care and helps to protect against hardship. Our retirement plan offers our employees the opportunity to plan for a strong financial future well beyond their working years.  About Cetera Financial Group:  Cetera Financial Group (""Cetera"") is a leading network of independent retail broker-dealers empowering the delivery of objective financial advice to individuals, families and company retirement plans across the country through trusted financial advisors and financial institutions. Cetera is the second-largest independent financial advisor network in the nation by number of advisors, as well as a leading provider of retail services to the investment programs of banks and credit unions. Through its multiple distinct firms, Cetera offers independent and institutions-based advisors the benefits of a large, established broker-dealer and registered investment adviser, while serving advisors and institutions in a way that is customized to their needs and aspirations. Advisor support resources offered through Cetera include award-winning wealth management and advisory platforms, comprehensive broker-dealer and registered investment adviser services, practice management support and innovative technology. *"" Cetera Financial Group "" refers to the network of retail independent broker-dealers encompassing, among others, Cetera Advisors, Cetera Advisor Networks, Cetera Financial Institutions, Cetera Financial Specialists, First Allied Securities, and Summit Brokerage Services . Cetera Financial Group is committed to providing an equal employment opportunity for all applicants and employees. For us, this is the only acceptable way to do business. Accordingly, all employment decisions at the Cetera Financial Group, including those relating to hiring, promotion, transfers, benefits, compensation, and placement, will be made without regard to race, color, ancestry, national origin, citizenship, age, physical and/or mental disability, medical condition, pregnancy, genetic characteristics, religion, religious dress and/or grooming, gender, gender identity, gender expression, sexual orientation, marital status, U.S. military status, political affiliation, or any other class protected by state and/or federal law. Please Note: Cetera does not accept unsolicited Agency resumes. Any unsolicited resumes received from Agencies will be considered the property of Cetera unless specifically requested by Human Resources. Unsolicited resumes will be ineligible for referral fees.  "
76,Ford,"Product Marketing Manager, North American Digital Services","Palo Alto, CA",https://job-openings.monster.com/product-marketing-manager-north-american-digital-services-palo-alto-ca-us-ford/204390645, ,Monster,Data Scientist,Palo Alto, CA,"We are seeking a Product Marketing Manager to help build our data commercialization and monetization strategy, develop business and marketing requirements, and grow revenue within North America (NA). You will be responsible for supporting thedevelopment of strategy and go-to-market approaches for our digital connected vehicle and mobility (non-fleet) third-party data services and products in NA, as well as competitive analysis and benchmarking.Data products include, but are not limited to APIs, data marketplaces, algorithms, tools, services, and capabilities that generate revenue from data. You will have knowledge of regulatory/privacy requirements, operational requirements, needs, and nuances within given markets or countries that may vary from the global data monetization strategy.You will partner with the in-region Ford Smart Mobility strategy teams to understand the market fit for the solutions that we are defining, andto develop business and marketing requirements for the solutions.You'll work closely with the product owners/managers on the high-level product strategy, and support product feature prioritization, and support product launches with in-market pricing, bundling, and launch strategies.The successful candidate will also be charged with conducting market analysis, developing demand generation programs, assisting with go-to-market strategies, selling, working alongside the regional marketing leads to reach the target audience for each product, and generating increase in revenue and market share.Key responsibilitiesConduct market analysis to determine areas where to play, and strategies on how to win for specific data products.Develop product positioning and messaging that differentiates your products in the market, developing product pricing strategies and structures, understand cost components across the data supply chain.Market intelligence - be the expert on your customers, how they consume and their buying criteria; be the expert on your competition and how to crush them; Gathering all market information; Conducting competitive research and analysis; Understanding market trends.Demand generation - develop the strategy and manage the marketing programs that drive demand for your products.Sales enablement - communicate the value proposition of the products to the sales team and support the sales process of your products; Overseeing the creation of sales and marketing tools.Product launch - plan the launch of new data products and releases and manage the cross-functional implementation of the plan.Regulatory requirements - understand NA and specific country regulatory and privacy requirements, nuances, and standards.Partner with colleagues globally for coordinated strategies, platforms, and product design features as necessary.Willing to travel 50%Required QualificationsBachelor's degree in in Business, Data Science and Analytics, Computer Science, Econometrics, or Finance8+ years of data, mobile, or software product marketing experience with at least 5 years' experience in the data monetization/brokerage domain, with focus on strategy and distribution for large consumer base5+ years developing data science products and data monetization business models5+ years of experience gathering requirements for agile software development5+ years design thinking or user design experience5+ years delivered / marketed software services for large enterprise customers5+ years proven experience working in-market, and a demonstrated knowledge of data regulatory and privacy lawsPreferred Qualifications:Masters degree in in Business, Data Science and Analytics, Computer Science, Econometrics, or FinanceOutstanding organizational skills, as well as strong verbal and written communication skillsDetail oriented - demonstrated capability and experience in project tracking, gathering, analyzing and tracking dataAdaptability to a rapidly changing environment and rapidly growing teamAbility to work across multiple tasks simultaneouslyAbility to manage multiple stakeholders and to recommend and implement informed choicesProven ability to work independently, proactively and efficiently within established guidelines and proceduresExperience in agile software implementationInherently curious and believe in the power of data to drive decisionsExperience in data management and data quality pipelines is an added advantage.Self-driven with the ability to work in a self-guided mannerStrong attention to detail and delivery track record.Excellent communication, presentation (both oral and written) and influencing skillsExperience using MS Word, Excel, Access, Power Point, and VisioProven experience with business and technical requirements analysis, elicitation, modeling, verification, and methodology developmentAbility to effectively prioritize and execute tasks in a high-pressure environmentVery strong oral and written communication skillsVery strong analytical skillsExcellent people and management skills to interact with staff, colleagues and cross-functional teams, and third parties.The distance between imagination and ... creation. It can be measured in years of innovation, or in moments of brilliance. When you join the Ford team discover all the benefits, rewards and development opportunities you'd expect from a diverse global leader. You'll become part of a team that is already leading the way, with ingenious solutions and attainable products - and it is always ready to go further.Candidates for positions with Ford Motor Company must be legally authorized to work in the United States on a permanent basis. Verification of employment eligibility will be required at the time of hire. Visa sponsorship is not available for this position.Ford Motor Company is an equal opportunity employer committed to a culturally diverse workforce. All qualified applicants will receive consideration for employment without regard to race, religion, color, age, sex, national origin, sexual orientation, gender identity, disability status or protected veteran status. "
77,"Analytic Recruiting, Inc.","Director, Fraud Analytics","San Francisco, CA",https://job-openings.monster.com/director-fraud-analytics-san-francisco-ca-us-analytic-recruiting-inc/204353691, ,Monster,Data Scientist,San Francisco, CA,"Director, Fraud Analytics and Strategy with prior leadership experience in fraud analytics within the online consumer lending space and strong modeling and machine learning expertise using SAS, SQL and/or Python sought by a fast-growing financial technology company in the SF Bay area. This is a management position reporting into the Head of Data Science that will lead the development of fraud strategy roadmap by leveraging data and technology to manage fraud, improve customer experience and drive increased loan volumes. Ideal candidate will some experience developing machine learning based models for fraud detectionREQUIREMENTSMaster’s degree (or PhD) in Statistics, Mathematics, Operations Research, Computer Science, Economics or other quantitative discipline. Bachelor’s degree with significant relevant experience will be considered.Strong SQL, Python and/or SAS skills are requiredExcellent written and oral communication skills6+ years of fraud analytics experience in online financial services, preferably in lending with at least 2 years of people management2+ years of experience in developing machine learning based solutions for fraud detectionKeywords: Fraud, Financial Services, Risk Management, Machine Learning, Data Science, Fintech, AnalyticsRefer to Job #23358 – and send MS Word attached resume to Howard Fishman, howard@analyticrecruiting.com   │ For More Opportunities Visit www.analyticrecruiting.com "
78,Company Confidential,Software Engineer – Image Processing,"Emeryville, CA",https://job-openings.monster.com/software-engineer-–-image-processing-emeryville-ca-us/204315391, ,Monster,Data Scientist,Emeryville, CA,"Excellent Base Salary (based on experience & education) + Stock Options + Full Benefits + Relocation Package  The software team works closely with the system engineering, biology and bioengineering teams to develop system capabilities that transform molecular biology workflows. We currently have an opening for a Sr. Software Engineer requiring significant algorithm development experience for image analysis and processing and machine learning methods to manipulate living cells at a nanoscale level. Responsibilities: Apply expertise in software and machine learning to a wide range of data analysis problems.Partner closely with biologists and an interdisciplinary team of engineers to develop novel cell analysis and manipulation technologies.Develop highly scalable, production worthy classifiers leveraging machine learning, data regression, and rules-based models.Apply your software development skills and industry experience in Image Processing, Machine Vision, Artificial Intelligence, or Surface Inspection to novel Life Science platform.Participate in the system specification and review process to ensure system requirements can be translated into valid software implementations.Ensure the overall integrity of the software and validate it against the system specification.Gather requirements from internal and external end users to develop a cohesive user experience.Document requirements, test plans, and test results in compliance of company and regulatory Design Control requirements.Drive complex systems integration across multiple subsystems.Apply test driven development methods and test automation to support continuous integration and quality assurance on the code base.Participate and contribute to product development processes including code reviews, design reviews, sprint planning, and process improvement. Requirements: MS degree or equivalent in computer science or a quantitative discipline5+ years hands-on software engineering and data science experience (less years of experience will be considered for candidates with PhD.).Experience delivering production code to solve difficult problems using statistics, machine learning, or machine vision. Deep learning experience is highly desired.Experience with image and signal processing. Machine control or robotics experience is highly desired.Experience delivering highly successful and innovative products.Experience with any Object-Oriented programming (Python, C#, Java or C++)Experience with TensorFlow a plus but not a mustWillingness and ability to improvise. We provide many opportunities to work on areas outside of machine learning to help bring our revolutionary technology to market, including machine control, robotics, and software infrastructure.Excellent listening, verbal and written communication skills.Experience working and delivering results in cross disciplinary teams.Experienced Sr. Software Engineer who loves coding and has demonstrated ability to mentor and lead peers and other software engineers in commercial code development.  "
79,Eclaro,Laboratory Automation Scientist,"San Diego, CA",https://job-openings.monster.com/laboratory-automation-scientist-san-diego-ca-us-eclaro/204291832, ,Monster,Data Scientist,San Diego, CA,"Reference # : 19-00126Title : Laboratory Automation ScientistLocation : San Diego, CAPosition Type : ContractExperience Level : Start Date  / End Date : 01/21/2019 / 01/20/2020 Assignment DetailIndustry:Life Sciences & ResearchJob Category:Quantitative Analysis / Data Science Description  Laboratory Automation Scientist Join the Eclaro Team! Eclaro is looking for a Laboratory Automation Scientist for our client in San Diego, CA. This is a contract position located at our client's site.Eclaro's client is a leading component manufacturer with a portfolio of oil and gas, chemicals, plastics, performance products, agricultural products and fine chemicals. Their customer base includes many diverse industries and markets, including pharmaceutical, aerospace, textile, construction and automotive industries.  If you’re up to the challenge, then take a chance at this rewarding opportunity! Position Overview:With a focus on biotechnology laboratory automation, this individual will create automated workflows and stand-alone automated pipetting methods.The qualifying individual will be required to lead and/or assist in designing and executing automation protocols as well as the interpretation of laboratory results and managing of hardware malfunctions.Experience with sample preparation techniques, trouble shooting skills, and programing is required.This individual will work under moderate supervision as a member of the site laboratory automation team. As a result, exemplary communication and inter-personal skills are required.Experience programing liquid handlers is required.Responsibilities:This is a hands-on laboratory position (light lifting, bending, reaching and pipetting expected).Programing liquid handlers including Agilent Bravo (Vworks) and Hamilton Vantage (Venus on Vantage).Colony picking.Develop and validate methods for the above liquid handling systems.Programing scheduling software (Genera).Utilize existing and implement new automated protocols.Clearly communicate project status using email, conversation and presentations.Facilitate the transfer of automated protocols and provide subsequent automation support as needed.Required Skills: Minimum BS in a scientific or engineering discipline with 3+ years industrial experience; (in place of: PhD/MS in a scientific or engineering discipline with 4+ years industrial experience; -OR- BS with 8+ years laboratory automation experience.)Serious safety focus, attention to detail, problem solving, and decision-making skills.Strong written and verbal communication and presentation skills.Ability to work on multi-discipline team.Creative problem-solving skills.Programing, maintenance and troubleshooting experience with liquid handling systems.Ability to establish priorities while maintaining flexibility in a dynamic environment.Preferred Skills:Competent programing skills for Hamilton's Vantage using Venus on Vantage.Advanced programing ability for the Agilent's Bravo using Vworks.Experience with Retisoft's Genera scheduler.Integration of automated liquid handlers with supporting equipment experience.Intense organizational skills and ability to keep multiple projects moving forward at the same time. If hired, you will enjoy the following Eclaro Benefits:401k Retirement Savings Plan administered by Merrill LynchCommuter Check Pretax Commuter BenefitsEligibility to purchase Medical, Dental & Vision Insurance through Eclaro If you are interested, I can be reached at (646) 755-9340 and send your most updated resume to William.Perry@eclaro.comEqual Opportunity Employer: Eclaro values diversity and does not discriminate based on Race, Color, Religion, Sex, Sexual Orientation, Gender Identity, National Origin, Age, Genetic Information, Disability, Protected Veteran Status, or any other legally protected group status. "
80,Jobot,"Senior Firmware Engineer - Microcontroller, I2C/SPI/PCIe","San Jose, CA",https://job-openings.monster.com/senior-firmware-engineer-microcontroller-i2c-spi-pcie-san-jose-ca-us-jobot/204221751, ,Monster,Data Scientist,San Jose, CA,"Read below and see if this position is a fit! If so, please contact our Jobot Pro, Drew J. Fibus, for more details by applying now! Or, email them at: drew.fibus@jobot.com A bit about us: Based in San Jose, CA we are a fast-growing startup that is revolutionizing the water conservation/IoT tech space! We are the 1st in the Industry to integrate Water, Internet of Things (IoT), Full Stack Cloud Platform, AI/ML, Predictive Analytics and Data Science with a comprehensive patented solution of hardware devices (sensor nodes), secure IoT connectivity and an intelligent SaaS software platform for customer analytics while maintaining the reliability and data accuracy demanded in the Industry. We are very close to securing our Series A and are actively looking for a very experienced embedded firmware engineer who can lead our FW development.If you are an Embedded FW Engineer with 7+ years experience, then please read on….What can we do for you?Do you want to help save the worlds most precious resource? We do too!Competitive Base Salary!Extremely Competitive Equity Package!Flexible Work Schedules!Accelerated Career Growth!Is your background a fit? We are looking for…BS/MS in Computer Science or similar plus:Excellent C/C++ programming     skills with experience in embedded system design and developmentExperience     with wireless communication techniques and associated protocols such     as LoRaWAN, WiFi, BLE, cellular communication (LTE)Experience in debugging embedded systems and microcontroller peripherals     including I2C/SMB, SPI, UART, ADC Multi-tasking,     multi-threading, and/or RTOS experienceExperience with     ARM Cortex M0/M3/M4, 8051, and MSP430 microcontrollersFamiliarity     with low power design practices for battery powered devicesFamiliarity     with serial communication protocols such as UART, SPI, I2CAbility to read     and understand hardware schematicsStrong hands-on     skills in troubleshooting and debugging embedded Linux and Arduino based     systemsKnowledge of     Firmware Over-The-Air (FOTA) Update is a plusExperience with     security architecture such as TPM, HSM, TrustZone, TEE, eSE, etc. is a     plusKnowledge of     networking connectivity protocols such as TCP/IP, HTTP, MQTT, AMQPFamiliarity     with JSON or XML data formats for cloud-based data collection for services     such as AWS or Azure or GCPExperience with     JIRA or other issue tracking softwareExperience     working in an Agile development environment (Scrum/XP)Experience with     unit testing and unit testing frameworks/tools such as Unity, CMock, and     CeedlingExcellent     documentation practices and communication skillsCommitment to     maintaining project schedules and delivering tasks on timeWhy join us?We can offer you the opportunity to work on State-of-the-Art technology and make a meaningful and important impact on today’s society and the next generation! Help us revolutionize the water conservation industry and enjoy accelerated career growth with exciting equity stake in the world’s 1st and only patented water/IoT/Cloud technology!Interested? Contact our Jobot Pro, Drew J. Fibus, for more details by applying now! Or, email them at: drew.fibus@jobot.com  "
81,Avispa LLC,Software Engineer*,"Sunnyvale, CA",https://job-openings.monster.com/software-engineer-sunnyvale-ca-us-avispa-llc/204166751, ,Monster,Data Scientist,Sunnyvale, CA,"Software Engineer 4601*The Big Data Engineering team is responsible for building and maintaining the state-of-the-art ETL pipelines that make this data available and accessible to the entire company to make data-driven decisions. The team works closely with Data scientists, Product Managers, Executives and other key parts of the business across the globe to understand their data requirements and build appropriate solutions or platforms that meet or exceed those needs.Responsibilities:Contributing at a senior-level to the data warehouse design and data preparation by implementing a solid, robust, extensible design that supports key business flows.Performing all of the necessary data transformations to populate data into a warehouse table structure that is optimized for reporting.Establishing efficient design and programming patterns for engineers as well as for non-technical individualsDesigning, integrating and documenting technical components for seamless data extraction and analysis on our big data platform.Ensuring best practices that can be adopted in Big Data stack and share across teams and BUs.Working in a team environment, interact with multiple groups on a daily basis (very strong communication skills).Requirements:5+ years of relevant work experience in dataAbility to write, analyze, and debug SQL queriesWorking experience with Hadoop projects/infrastructureExperience with Data Warehouse design, ETL (Extract, Transform, Load), architecting efficient software solutionsExperience in the Big Data space (Hadoop Stack like M/R, HDFS, Pig, Hive, etc.)Knowledge of data modeling for both data warehousing and Big DataExperience working extensively in a multi-petabyte data environmentExperience in engineering large-scale distributed systems in a production environmentExperience with at least one scripting language (Shell, Python, Perl etc.) a bonusExperience with an OO programming language like Java a bonus$75-$85 per hour             Sunnyvale, CA 94085            6 Month Assignment "
82,"Airbnb, Inc.",MULTIPLE POSITIONS,"San Francisco, CA",https://job-openings.monster.com/multiple-positions-san-francisco-ca-us-airbnb-inc/203992741, ,Monster,Data Scientist,San Francisco, CA,"MULTIPLE POSITIONSCompany: Airbnb, Inc.Location: San Francisco, CAPosition Type: Full TimeExperience: UnspecifiedEducation: UnspecifiedAirbnb, Inc. has the following openings with positions in San Francisco, CA. Software Engineer (#SW20)(multiple); Data Scientist (#DS)(multiple); Software Engineer, Full Stack (#SWEFS)(multiple); Software Engineer, Frontend (#SWEF); Growth Marketing Manager (#GMM); Software Engineer, iOS (#SWEIOS); Software Engineer, Backend (#SWEB); Engineer Designer Lead (#EDL); Accountant, Cash Operations (#ACO); Experience Researcher (#ER). Resumes can be sent to Attn: Mary (Job Code #) 888 Brannan Street, 4th Floor, San Francisco, CA 94103. "
83,Strategic Employment Partners,Mid or Senior Level Data Analyst,"Ontario, CA",https://job-openings.monster.com/mid-or-senior-level-data-analyst-ontario-ca-us-strategic-employment-partners/203938723, ,Monster,Data Scientist,Ontario, CA,"Financial management firm is looking for a Mid or Senior level Data Analyst for their growing analytics team. This company has been in business for over a decade and they work with clients across the entire United States. They offer full benefits, flexible hours, a casual environment, a growing team, and more! In the Data Analyst role you will be responsible for analyzing, manipulating, querying, and creating relationships with data. You will be working with internal stakeholders to answer business questions through thorough analyzation of data and models. The company, and department, is growing rapidly and they will consider candidates from Junior to Senior level.QualificationsMust have solid SQL knowledge; how to query, create tables, use foreign and primary keysMust have solid written and verbal communication skillsIdeally, at least 3 years of experience as a Data AnalystPlusesPython, R, Databricks, Datarobot, or any other Machine Learning skillsOracle, MS SQL Server, MySQL, or any other relational database knowledgeAccess, VBAComputer Science, Statistics, Math, Data Science, or similar backgroundSorry, no relocation assistance or visa sponsor/transfer available at this time. "
84,ICONMA,Sales Operations Specialist III,"Redwood City, CA",https://job-openings.monster.com/sales-operations-specialist-iii-redwood-city-ca-us-iconma/203900095, ,Monster,Data Scientist,Redwood City, CA,"Location: Redwood City, CA Description Our teams partner with small businesses to provide consultations on how to improve their online advertising and reach more future customers. This role will support multiple new pilots by building dashboards and automated reports for sales teams and central team. The role will conduct ad hoc analyses to assess the effectiveness of existing metrics/innovations, inform program changes and support other strategic initiatives. Top daily Responsibilities: Review sales operations escalations and identify issues, provide suggestionsOptimize and document current processesBuild dashboards and automated reports to support sales program operationsSupport strategic decisions with ad hoc analyses Additional Responsibilities Answer questions from reps on sales program operations and processesCommunicate to Sales teams via scaled medium such as newsletter, FAQs Skill/Experience/EducationMandatory Required Skills: Bachelor's degree in Business, Computer Science, or other quantitative field2 years’ work experience in similar rolesStrong working knowledge of SQL (Be able to write own queries)Strong working knowledge of Sheets or Excel (must be able to perform vLookups and create pivot tables)Demonstrated experience conducting quantitative analysesStrong communication skillsCuriosity and proactive mindset Desired Nice to have: Experience with AdWords platformExperience working as part of a compliance, finance, or sales support teamInterest in data science and using data to drive business decisions Nathan ChaseCell:        (248) 786-7162 "
