,Company,Title,Location,Salary,URL,Site,Keyword,City,State,Description
70,Global Recruiters Network - Seattle,Bioinfomatics Scientist,San Francisco Bay Area,Full Time,https://www.careerbuilder.com/job/JD75HN76VLLYRWX86PH?ipath=JRGU71&keywords=data+scientist&location=california&searchid=e76165ba-fa95-4f3d-905b-25e2098e2ff5%3AAPAb7IS7iWBYC9i%2FCRRM%2Fb4swoK2%2F0fXeg%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,San Francisco Bay Area,,"Job Description

Company:  This stable, well-funded biosciences start-up is the next leader in healthcare disruption. By focusing on gene expression and protein markers, this company’s focus on technological advances and data will enable patients and their doctors to tailor treatment and bring about better, healthier outcomes than ever before.  Join the team that will make healthcare and individual health better than ever.  
 
This company appreciates their employees
This company has a great benefits package which includes:
·         Great Medical, Dental, & Vision Plan.
·         Annual Bonus.
·         Stock options.
 
The Role You Will Play
We are looking for eager data scientists to fill out a group committed to identifying and utilizing value from biological profiling data sets.
·         You have experience with mass spectrometry data quantification and analysis (post-translational modification, variant identification, prioritizing objectives, etc.). You also have experience with collecting data and identifying leverage points from this process.
·         You have proteomic study experience with a keen understanding of the relationship between protein data sequencing and its value for healthcare applications.
·         You have a passion for the potentiality of data to identify and prevent possible disease or advance treatment for patients beyond that of traditional biotech means.
·         You have a strong background with both data modeling and engineering to provide actionable results, particularly in the bioinformatics field.
·         You want to be involved with a passionate startup focused on improving healthcare for all.

Job Requirements

Background Profile: 


BS in a quantitative field related to data science (mathematics, statistics, computer science, physics, etc.). MS is encouraged.
3+ years of experience with quantitative analysis. Biotech experience highly preferred.
Desire or experience in startup environments a huge plus.
Experienced with Python or R, as well as SQL, AWS tools, and other typical data science tools focused on quantifying data from mass spectrometry experimentation.
Cloud background would be very helpful.
Excellent communication skills with a demonstrated ability to work across multiple teams.
Must work well with a smaller group with a strong work ethic focused on autonomous drive and collaborative results in a fast paced environment."
71,Real Staffing,Associate Scientist,"Thousand Oaks, CA, USA",Full Time,https://www.careerbuilder.com/job/J3S7B36CXBV6GGCSC6H?ipath=JRGU72&keywords=data+scientist&location=california&searchid=e76165ba-fa95-4f3d-905b-25e2098e2ff5%3AAPAb7IS7iWBYC9i%2FCRRM%2Fb4swoK2%2F0fXeg%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,Thousand Oaks, CA,"Job Description

US CITIZEN AND GREEN CARD HOLDERS ONLYA world leading Biopharmaceutical Company in Thousand Oaks, CA is looking for an Associate Scientist to join their expanding team.Are you an experienced Associate Scientist looking for the next challenge? Then this could be what you have been looking for.List of daily responsibilities will be 
You will be responsible for driving cutting-edge analytical support and technology development impacting process and product development teams
You will be working cross-functionally and across Process Development sites, using analytical skills to help drive development and scalable understanding of processes and products
Apply strong knowledge of chromatographic and spectroscopic techniques.  
 QualificationsBachelor's or Master's degree in Analytical Chemistry, Physical, Life Sciences or related field requiredPlus 4 years' experience performing analytical chemistry required. Demonstrate skills in test method development, test fixture design and development, data analysis Strong theoretical understanding and hands-on experience in small molecule/peptide analysis is prefereable Ability to handle multiple task assignments with minimal supervision.Experience in protein conjugate analysis is beneficial Benefits of working with us…MEDICALDENTALVISION401KWho will you be working for?You will be working within a world leading pharmaceuticals Company out of Thousand Oaks, CAWith such diverse environment, you will be supported whilst working for an equal opportunity employer. You are sure to be working for a company who will recognise and reward you for your talent and commitment.If you have ability and desire to work among a community of professionals who will both challenge and develop your skillset, then we want to hear from you.Get in touch, today!Sthree US is acting as an Employment Business in relation to this vacancy."
72,Nesco Resource,Scientist I,"Los Angeles, CA, USA",Full Time,https://www.careerbuilder.com/job/J3S09R6VHZHQHHGM2QG?ipath=JRGU73&keywords=data+scientist&location=california&searchid=e76165ba-fa95-4f3d-905b-25e2098e2ff5%3AAPAb7IS7iWBYC9i%2FCRRM%2Fb4swoK2%2F0fXeg%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,Los Angeles, CA,"Job Description

Position Summary

Scientist I - Manufacturing Sciences
When you're part of the team at client, you'll do important work, like helping customers in finding cures for cancer, protecting the environment or making sure our food is safe. Your work will have real-world impact, and you'll be supported in achieving your career goals.

The Scientist I, Manufacturing Sciences is responsible to manage and prioritize assigned projects related to development and improvement of DNA-based diagnostic reagents with supervision.

Key Responsibilities:
The duties and responsibilities include, but are not limited to the following:

Simultaneously manage and prioritize multiple projects and products across multiple functional groups while meeting target due dates with guidance of supervisor/lead.

Design, create experimental task, run tests and be able to look at data and complete analysis using Fusion, Orchid, or equivalent software. Can provide experimental task(s) to designated Scientist with Supervisor approval.

Be able to identify improvements, initiate and implement the solutions with the guidance of the supervisor.

Adapt, implement and train current and new Scientist I lab functions/procedure to other Scientists and provide guidance and support throughout projects and product builds (SAP, Operate UV spectrophotometer, and thermal cycler, agarose gel electrophoresis, UV image analyzer, Luminex 200, FlexMAP3D, high speed centrifuge and other hardware. Reconstitution, quantification, QC test, organization and maintenance of all raw materials such as oligonucleotides, ancillary reagents, and genomic DNAs, etc.).

Coordinate, plan and manage the day-to-day tasks to maintain the project(s)/product(s) workflow with guidance from Scientist II/III/Supervisor.


Manage, plan, and design experimental methods under supervision as needed to achieve technical objectives as well as identify and solve problems with minimum complexity.

Prepare accurate and timely reports to Scientist II-III/Management.

Conduct maintenance and organization of reagents and equipment.

Maintain and perform all aspects of receiving and quality control testing of raw materials.

Update and maintain raw material and semi inventories. Be able to do Cycle count.

Prepare and QC buffer solutions.

Maintain and update all required SOP's and quality records of equipment maintenance, tests, analyses and other relevant data with the guidance of Scientist II/III/Supervisor.

Implement and execute Practical knowledge of PPI Business System/LEAN concepts including continuous improvement with supervision

Be able to identify goals, review and update Supervisor throughout the year and complete the PMD


Minimum Requirements:

Bachelor's degree in Biological Sciences, Chemistry, Molecular Biology or related field

Knows basic principles, methods and practices of HLA and scientific/technical field or software, typically via formal study and/or work in the field
General knowledge of procedures and activities within own work area
Understands industry practices and standards and is able to relate day-to-day work to business problems
Recognizes and understands the technologies within organization and understands the value to the organization
Knowledge and hands-on experience of molecular biology and recombinant DNA techniques
Able to complete assigned tasks in a timely manner
Strong organizational and time management skills, as well as ability to work in a detail-oriented manner
Ability to exercise decision making with the guidance of Management/Scientist II-III
Collects and organizes data in an appropriate manner, including documenting all experiments in a laboratory notebook or appropriate documentation
Ability to use PCs for data input and/or analysis
Excellent computer MSOffice skills
Plan and organize oneself in a consistent manner and maintain work schedules. Be a self-starter with the ability to positively motivate others in a cooperative fashion
Follow oral and written directions
Read, understand and implement written laboratory procedures
Communicate clearly and concisely, orally and in writing
Builds productive cross-functional relationships with colleagues in other functions, including but not limited to the following: Marketing, Sales, R&D, Operations, Regulatory/Quality, Supply Chain, and Product Management
Ability to collaborate effectively with all functions of the business
Encourages/challenges others and self for continuous improvement
During situations that have high impact to the business, quickly escalate them by bringing solutions and consulting with Supervisor
Be able to efficiently handle multiple tasks and projects simultaneously
Develop skills to perform other duties as assigned
All laboratory personnel are expected to notify their immediate supervisor of any unsafe conditions and/or practices and to take appropriate corrective action. This position will have daily contact with other laboratory personnel
Maintain confidentiality of sensitive laboratory and business data
Ensure that safe laboratory procedures and protocols are followed at all times, especially in the application of universal precautions in handling of all blood and blood products
Ensure all processes and teams are in adherence of cGMP and GDP
Ensure compliance with corporate, site, and regulatory policies, practices, and guidelines
Communicate effectively with members of the group as well as those in other departments
Work as a cooperative member of a Production team


Working Conditions/Physical Requirements:

Frequently work at lab bench, low temperature freezers and PC workstations
Handle blood samples and blood byproducts occasionally
Some lifting of objects including laboratory instrumentation of 35 pounds
Work in office/computer/analysis

Nesco Resource is an equal employment opportunity employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, disability, age, or veteran status, or any other legally protected characteristics with respect to employment opportunities."
73,Charles River,Scientist,"South San Francisco, CA, USA",Full Time,https://www.careerbuilder.com/job/J2Y4XG5YQXZ95BFPMVL?ipath=JRGU74&keywords=data+scientist&location=california&searchid=e76165ba-fa95-4f3d-905b-25e2098e2ff5%3AAPAb7IS7iWBYC9i%2FCRRM%2Fb4swoK2%2F0fXeg%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,South San Francisco, CA,"Job Description

About the Company:  At Charles River, we are passionate about our role in improving the quality of people’s lives. Our mission, our excellent science and our strong sense of purpose guide us in all that we do, and we approach each day with the knowledge that our work helps to improve the health and well-being of many across the globe.  Our collective efforts as One Charles River are the key to our success, and we know that every person is important. Every day, each of us plays a critical role in making a difference in the quality of people's lives. From our animal technicians and security guards to our business managers and executive team, we’re working together to support better, safer and more effective research. 

We are seeking an experienced Discovery Bioanalytical Scientist (small molecule) for our Discovery site located in South San Francisco, CA. 

We are seeking a highly motivated, enthusiastic and self-directed non-GLP (small molecule) Bioanalytical Scientist to serve as a key and essential contributor to the build and establishment of discovery DMPK services from our South San Francisco site.  This position is ideally suited to individuals who enjoy a fast-paced environment with the satisfaction and ensuing challenges of participating in the building and establishment of these capabilities from the point of lab start-up from ground level.  The individual in this position will be responsible for working hands-on, independently and closely with both junior and senior staff in a dynamic environment where teamwork, data quality, innovation and speed are valued.

Job Requirements


Excellent interpersonal skills and demonstrated ability to work collaboratively in a team environment with more junior and senior colleagues.
Ability to establish strong and high functioning relationships with more junior colleagues is critical
Excellent organizational and planning skills enabling management of multiple, concurrent tasks & priorities
Demonstrated hands-on competencies in the practical aspects of LC/MS bioanalysis supporting drug discovery in-vivo drug metabolism pharmacokinetics, including but not limited to post-acquisition data processing, analysis and reporting
Proficiency in performing effective assay troubleshooting in all aspects, from assay design, extraction, instrumentation and data interpretation
Proficiency in the use of standard software including Microsoft® Excel, Word, Powerpoint, etc. Proficiency with using Watson highly desirable.
Demonstrated understanding of and commitment to excellence in all aspects of client service and development and maintenance or deep relationships
Ensure compliance to all company policies, procedures and applicable regulations.
Education: Bachelor's degree (B.S./B.A.) or equivalent in a scientifically related discipline. Master's degree (M.S./M.A.) or PhD considered with consideration towards experience requirements.
Experience:  Minimum of 5 years related experience in the contract research or pharmaceutical industry. 
An equivalent combination of education and experience may be accepted as a satisfactory substitute for the specific education and experience listed above."
74,Apex Systems,"Scientist II - Molecular Bio, PCR, cloning","Pleasanton, CA, USA",Full Time,https://www.careerbuilder.com/job/J3T3D76KNRKMNV2G5PP?ipath=JRGU75&keywords=data+scientist&location=california&searchid=e76165ba-fa95-4f3d-905b-25e2098e2ff5%3AAPAb7IS7iWBYC9i%2FCRRM%2Fb4swoK2%2F0fXeg%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,Pleasanton, CA,"Job Description

Duties:

The Scientist II/Sr. Scientist will be a member of the Assay Development team in Pleasanton for the development of RUO and CE-IVD/IVD products for use on next-generation sequencing (NGS) systems.
The successful candidate will help develop and implement R&D strategies for related NGS applications including nucleic acid extraction, library preparation, sequencing, and data analysis.


Skills:

The successful candidate should have a background in molecular biology and human disease related fields, with hands-on experience designing, optimizing and validating multiplex PCR or NGS based products.
IVD/CE-IVD product development experience is highly desirable including working under design control regulations and GMP laboratory conditions.
The individual will work under manager supervision to plan and conduct hands-on laboratory experiments independently, and apply advanced scientific knowledge to complete assigned projects.
Recommend innovative approaches, and/or expansion or curtailment of investigations based on experimental data or new scientific information arising from area of responsibility.
Assume responsibility for timely completion of projects, and respond appropriately to changing priorities.
Accurately and consistently record experimental methods, materials and results in electronic laboratory notebooks.
Analyze data, evaluate results, form conclusions, and determine future experiments.
Present findings and/or comprehensive project status reviews at internal seminars and department meetings.
Apply advanced technical writing skills to produce reports and documents.
Prepare summaries, internal reports, presentations, manuscripts, etc.


Education:

Bachelors degree in Biological/Life Sciences, Chemistry, Biochemistry or related field.
Strong laboratory proficiency and experience with molecular techniques and concepts.
Knowledge of NGS based workflows including target enrichment, and library preparation is preferred.
Experience in assay design, optimization, validation, experimental design, data analysis, and data and concept presentation is preferred.
Job level (Scientist II/Sr. Scientist) will be determined based on relevant industry experience.

***For immediate consideration, please email your updated resume to [Click Here to Email Your Resumé] with 'Scientist II - Pleasanton' in the subject line***








EEO Employer
Apex is an Equal Employment Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 844-463-6178"
75,Aerotek,Scientist I,"Sunnyvale, CA, USA","Full Time | Pay: $40,000 - $45,000/year",https://www.careerbuilder.com/job/J3M6C8664L4SWGSS34G?ipath=JRGT76&keywords=data+scientist&location=california&searchid=e273fc6a-4c1d-435d-80e1-2f979d70135e%3AAPAb7ISzyVPlGf6lGOGKy%2BG1JNz6pnZtxw%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,Sunnyvale, CA,"Job Description

strong background in cell biology and assay development to join the highly collaborative pre-clinical Pharmacology team at AbbVie and conduct PD and efficacy studies in oncology and immuno‐oncology fields. The candidate will work closely with pharmacology scientists on early and late‐stage lead optimization of novel compounds and conduct ex vivo flow cytometry, MSD and other PD assays to support mouse efficacy studies.Key Accountabilities/Core Job Responsibilities:* Mouse sample collection, preparation and ex vivo multi-color FACS analysis to understand MOA of muse efficacy studies* Cell culture and PD assays including but not limited to: ELISA, MSD, and Luminex. * Organize and analyze data, maintain records, communicate results and maintain laboratory in functional order.* Communicates effectively with line manager and group members as well as other research staff.About Aerotek: We know that a company's success starts with its employees. We also know that an individual's success starts with the right career opportunity. As a Best of Staffing® Client and Talent leader, Aerotek's people-focused approach yields competitive advantage for our clients and rewarding careers for our contract employees. Since 1983, Aerotek has grown to become a leader in recruiting and staffing services. With more than 250 non-franchised offices, Aerotek's 8,000 internal employees serve more than 300,000 contract employees and 18,000 clients every year. Aerotek is an Allegis Group company, the global leader in talent solutions. Learn more at Aerotek.com."
76,Eurofins,Scientist I - GCMS,"Petaluma, CA, USA",Full Time,https://www.careerbuilder.com/job/J3W6VY71VRCWTRX3MSX?ipath=JRGT77&keywords=data+scientist&location=california&searchid=e273fc6a-4c1d-435d-80e1-2f979d70135e%3AAPAb7ISzyVPlGf6lGOGKy%2BG1JNz6pnZtxw%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,Petaluma, CA,"Job Description

 Scientist 


Employee Responsibilities:


   Routine sample preparation and analysis of water samples by various written EPA and Standard Methods procedures, 
 Performing data process, data entry and written documentation 
 Performing routine instrument maintenance. 
 Preparation of reagents and standards. 
 Other general laboratory related duties as assigned 
 Will include regular late shift and/or weekend duties. 
 The Ideal Candidate would possess: 
 GCMS experience preferred. 
 Excellent math and computer skills 
 Excellent written and communication skills 
 Excellent attention to details and good organization skills 
 Ability to work well independently as well as in a team environment 
 Minimum Qualifications: 

   Minimum BS degree in chemistry or other related science field and one to two years of laboratory experience. 
 Must be available to work overtime and weekends as needed    Must be authorized to work in the US indefinitely without restriction or sponsorship 
  Position is full time, Monday-Friday, 8am-5pm, plus overtime as needed. Candidates in a commutable distance of Monrovia, CA are encouraged to apply.     Eurofins is a M/F, Disabled, and Veteran Equal Employment Opportunity and Affirmative Action employer.    Eurofins Eaton Analytical, Inc. is the largest potable water testing laboratory in the US, with over 100,000 combined square feet of laboratory space and nearly 200 qualified staff at our East and West coast laboratories and Service Centers. Eurofins Eaton Analytical recognizes water quality to be critical to public health protection, whether in water supplies or as a component of food and beverages. With our continued investment in emerging contaminant analyses and the ability to meet ever more stringent standards, Eurofins Eaton Analytical provides clients with a trusted laboratory partner that can respond to their needs 24/7 from multiple locations.   We are looking forward to receiving your application including your expected salary and possible start date via our career website.  "
77,Nesco Resource,Scientist,"Carlsbad, CA, USA",Full Time,https://www.careerbuilder.com/job/J3S2VY6ST7Y0RSN9ZM9?ipath=JRGT78&keywords=data+scientist&location=california&searchid=e273fc6a-4c1d-435d-80e1-2f979d70135e%3AAPAb7ISzyVPlGf6lGOGKy%2BG1JNz6pnZtxw%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,Carlsbad, CA,"Job Description

Summary:


This position is accountable for in-process testing of bulk materials, and finished products.

Responsibilities include performing a wide variety of laboratory tasks within a team environment.

Specifically, running, and trouble-shooting Flow Cytometry, ELISA, Bioassay, and western Blot assays to assist in the quality testing of innovative antibody-based assays.

Additional responsibilities include preparing protocols for experiments of simple to moderate complexity under supervision, preparing technical reports, and summaries of assigned projects.

Must be comfortable performing bench science, and in self-direction of work plans and experimental procedures.

The individual will be required to complete training to assure compliance with current Good Manufacturing Practices (GMP) and other regulatory requirements.

In addition, this individual will adhere to all requirements of established quality systems.



Essential Duties and Responsibilities include the following (other duties may be assigned.):
• Conduct in-process and final product testing following Standard Operating Procedures
• Responsible for assuring that products are tested to meet the highest quality standards as determined by performance specifications.
• Responsible for ensuring that QC tasks are completed according to: schedule, company policies, procedures and test methods.
• Effectively implement and maintain the company's standard operating procedures for Quality Control.
• Understands test results and pursues clarification of unusual results. Develops and uses system for anticipating and recognizing errors. Resolves discrepancies and reports results.
• Adheres to good documentation practices to ensure data integrity and traceability.

Qualifications: 



The ideal candidate must possess a Bachelor's degree in Biology or a closely related field with relevant experience. 

This position requires 0-2 years of work experience in a Research or Quality Control laboratory. 

Current experience performing a variety of antibody based assays for bulk materials, in-process materials and finished products is highly preferred. 

Experience writing and modifying Standard Operating Procedures is preferred. 

Fundamental knowledge of quality systems and the ability to review and understand test data is highly desirable.

Understanding and the ability to follow safety precautions and procedures which apply to the activities in the laboratory is required. 

Strong attention to detail and ability to work in a dynamic fast paced environment is a necessity. 

Must be able to collaborate across multidisciplinary teams and also have the ability to work independently. 

Candidate must have strong math skills; strong scientific background; excellent skills in prioritization and achievement of goals and objectives. 

Excellent written and verbal communication skills, a strong work ethic, computer literacy, and the ability to work independently following verbal instructions and SOPs are required. 

Flexibility and a passion to drive for results are key for this position."
78,Apex Systems,Bioinformatics Scientist,"Escondido, CA, USA",Full Time,https://www.careerbuilder.com/job/J3N0GY6CBVZ2BG9Q6TF?ipath=JRGT79&keywords=data+scientist&location=california&searchid=e273fc6a-4c1d-435d-80e1-2f979d70135e%3AAPAb7ISzyVPlGf6lGOGKy%2BG1JNz6pnZtxw%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,Escondido, CA,"Job Description

Our client is an international diagnostics company that is dedicated to positively impacting health outcomes around the world. We are breaking the paradigm of clinical labs through a dedication to patients and cutting-edge technologies that deliver quality and affordable services. We actively partner with physicians and organizations to empower them to make accurate diagnoses faster with reliable, timely, and actionable answers.
The bioinformatics scientist will be based at our R&D lab in San Diego . He/she will work collaboratively with bench scientists to build tools, analyze sequence results, and integrate data. We are seeking a senior level bioinformatics scientist who is passionate about making real differences in the field of molecular diagnostics and is enthusiastic about working in an exciting startup environment. This position requires a person with a strong commitment to science and technology and with demonstrated knowledge in genomics, bioinformatics, statistics, and programming. The candidate should be energetic, open-minded, detail-oriented and results driven.
Responsibilities


Implement analysis workflows for the identification and interpretation of actionable cancer somatic mutations from different types of tumor and normal tissue samples of cancer patients.
Data analysis projects involving the results from large cohorts of patients involved in clinical trials.
Select, test, and implement bioinformatics pipelines for the analysis, annotation, and interpretation of cancer genomic data
Perform analysis of aggregated results from patient cohorts, applying the appropriate multivariate statistical analysis, machine learning, and visualization methods
Mine sequencing data and provide feedback to R&D team.
Present results of analyses to internal stakeholders and customers/collaborators
Implement quality control metrics and procedures to prevent and detect errors
Insure that all work is properly documented, code is under change control, and provenance of data is maintained
Work closely with IT specialists to build and maintain robust infrastructure

Qualifications


PhD/MSc in bioinformatics, computer science, applied mathematics/physics, genetics, and/or quantitative biological sciences.
2-3 year expertise in computational biology and bioinformatics focused on NGS applications including genome variation, cancer genomics, transcriptomics, etc.
In-depth knowledge of NGS genomic data analysis and bioinformatics tools (BWA, SamTools, GATK, FreeBayes, MuTect, VarScan etc.) and current data formats (e.g. VCF, BAM/SAM).
Scripting or programming expertise for bioinformatics (Perl/Python, Java, C/C++) is a must.
Versed in the inner workings and limitations of modern high-throughput sequencing platforms (Illumina, Ion Torrent).
Proven ability to develop data analysis methods & algorithms, use of common machine learning tools (e.g. SciKit, Weka), and proficiency in the use of common statistical analysis tools (e.g. R, MatLab) is highly desirable.
Ability to quantify accuracy and performance of algorithms/tools/pipelines with respect to metrics, datasets, and the literature.
UNIX environment expertise including clustering and parallelization of analysis jobs is necessary.
Experience with cloud computing environments (e.g. AWS, Google), distributed computing tools (StartCluster, Hadoop, Spark), and containerization (e.g. Docker) is highly desirable.
Exposure to public data sources, such as TCGA, CCLE, Ensembl, GTEx, Achilles, etc.
Prior industry experience as well as record of developing clinical pipelines is desirable.
Track record of successful interactions with bench biologists, a scientific publication record, and excellent communication skills are pluses.
Ability to prioritize and deliver research in a fast-paced, milestone-driven environment.
Strong work ethic, emphasizing both efficiency and quality of work.
Publication of original scientific work in relevant journals.
Able to speak and understand Mandarin Chinese is a plus 









EEO Employer
Apex is an Equal Employment Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 844-463-6178"
79,Kelly Scientific Resources,Scientist II,"Fremont, CA 94555, USA",Full Time,https://www.careerbuilder.com/job/J3P8GC705XXSNB5R85D?ipath=JRGT80&keywords=data+scientist&location=california&searchid=e273fc6a-4c1d-435d-80e1-2f979d70135e%3AAPAb7ISzyVPlGf6lGOGKy%2BG1JNz6pnZtxw%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,Fremont, CA 94555,"Job Description

 Kelly Scientific Resources is a specialty service of Kelly Services®. As the world's largest provider of HR solutions to the scientific community, Kelly Scientific Resources is focused exclusively on placing skilled scientific professionals in contract, contract-to-hire, and full-time science jobs across a full spectrum of related industries and disciplines. We have an exciting temporary opportunity in Fremont, CA for a Scientist II role.Job Title: Scientist IIDuties:•         The candidate will contribute strong analytical skills, attention to detail, and the ability to deliver results in a fast-paced working environment.•         Candidate will be expected to perform a variety of analytical techniques in support of biopharmaceutical characterization studies.•         Relevant techniques are UV/Vis, CE-SDS, size exclusion and cation exchange chromatography by HPLC and iCIEF.•         Other potential techniques are mass spectrometry MS or immuno-based assays for binding and impurity analysis. ELISA, Octet, Biacore, as well as                                qPCR.•         Other duties include: -Initiate and complete scientific experiments -Independently execute test methods.•         Analyze and critically review analytical data.•         Present analytical results in a clear manner.•         Perform basic troubleshooting for technical problems. Education/Skills:
 BS in Chemistry, Biology, Biochemistry or a related field with 4+ years in protein analytics, MS with 2+ years experience.
 Hands-on experience in protein analytics, with experience in 1 or 2 of the above described analytical assays.
 Excellent written and oral communication skills. Ability to work in a team environment.



Why Kelly®?
With Kelly, you’ll have access to some of the world’s highest-regarded scientific organizations—
providing you with opportunities to work on today’s most challenging, research-intensive, and relevant
projects. Our connections can lead you to innovative scientific pursuits you’ll be proud to help
advance. We work with 95 of the Fortune 100™ companies, and found opportunities for more than 9,000
scientific professionals last year.
You pursued a career in science to fuel your quest for knowledge and your desire to make the world
a better place. Let Kelly fuel your career—connect with us today.
About
Kelly Services®
As a workforce advocate for over 70 years, we are proud to directly employ nearly 500,000 people around the world and have a role in connecting thousands more with work through our global network of talent suppliers and partners. Revenue in 2017 was $5.4 billion. Visit kellyservices.com and connect
with us on Facebook, LinkedIn and Twitter.
Kelly Services is an equal opportunity employer including, but not limited to, Minorities, Females,
Individuals with Disabilities, Protected Veterans, Sexual Orientation, Gender Identity and is
committed to employing a diverse workforce. Equal Employment Opportunity
is The Law."
80,Fladger Associates,Process Scientist,"Fremont, CA 94536, USA",Contractor,https://www.careerbuilder.com/job/J2V6XN76VPD47YRRY4X?ipath=JRGT81&keywords=data+scientist&location=california&searchid=e273fc6a-4c1d-435d-80e1-2f979d70135e%3AAPAb7ISzyVPlGf6lGOGKy%2BG1JNz6pnZtxw%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,Fremont, CA 94536,"Job Description


Excellent employment opportunity for a Process Scientist in the Fremont, CA area.
Execute cell culture development and optimization experiments using various vessels such as shake flasks, wave and bench-scale bioreactors, stainless steel and single-use pilot-scale bioreactors for the production of recombinant protein.
Monitor experiments and cell culture performance utilizing cell counters, blood gas and chemistry analyzers, and other advanced instruments.
Prepare stock solutions and media for mammalian cell culture as needed.
Perform other lab support activities such as basic equipment maintenance, troubleshooting and lab organization.
Perform lab support activities, such as equipment troubleshooting, lab organization and coordinate cross functionally between different departments for preventive maintenance and technical improvements.
Preform in-depth data analysis and communicate own work effectively.
Collaborate and work effectively in teams to meet the project timelines.


Job Requirements


Must have a BS degree with 0-2 years of experience, or MS with 0-1 years of experience degree in Life Science, Engineering, or related fields.
Basic understanding of biochemistry and biotechnology
Hands on experience with aseptic technique, microbial/mammalian cell culture is desired
Strong communication and organization skills, be able to multi-task and exhibit a strong sense of urgency in order to accomplish daily tasks
Experience in experimental design and data analysis using statistical tools and software.
Must be willing to work on the weekend"
81,Bayside Solutions,Process Scientist I,"Union City, CA, USA",Full Time,https://www.careerbuilder.com/job/J3T4R370P1FPC24K6P5?ipath=JRGT82&keywords=data+scientist&location=california&searchid=e273fc6a-4c1d-435d-80e1-2f979d70135e%3AAPAb7ISzyVPlGf6lGOGKy%2BG1JNz6pnZtxw%3D%3D&siteid=cbnsv,CareerBuilder,Data Scientist,Union City, CA,"Job Description

Bayside Solutions is seeking a Process Scientist I to be part of our client's team in the Fremont area. This is an opportunity to work with the largest privately held pharmaceutical corporation in the world and ranks among the world's 20 leading pharmaceutical corporations.Our Company Bio: Bayside Solutions was founded in 2001, Bayside was recognized as one of the fastest growing professional staffing companies in Northern California. The numbers tell the story: We have close to a 100% client retention rate, 700% growth in four plus years and over 95% repeat business. Our dedication to building partnership relationships with both our clients and our recruits is the key to our phenomenal success.You can find additional information on our company website at www.baysidesolutions.com.Process Scientist IJob Benefits:
An opportunity to join a patient-focused organization that is driven to develop, manufacture and commercialize medicines to treat life threatening conditions.
Work for a company that is local to the bay area and recognized as a leader of innovation.
Competitive compensation commensurate with experience.
This position is eligible for medical, vision, dental benefits, paid sick time, and 401K.
Summary of Responsibilities:
Execute cell culture development and optimization experiments using various vessels such as shake flasks, wave and bench-scale bioreactors, stainless steel and single-use pilot-scale bioreactors for the production of recombinant protein. Monitor experiments and cell culture performance utilizing cell counters, blood gas and chemistry analyzers, and other advanced instruments.
Prepare stock solutions and media for mammalian cell culture as needed.
Perform other lab support activities such as basic equipment maintenance, troubleshooting and lab organization.
Perform lab support activities, such as equipment troubleshooting, lab organization and coordinate cross functionally between different departments for preventive maintenance and technical improvements.
Preform in-depth data analysis and communicate own work effectively.
Collaborate and work effectively in teams to meet the project timelines.
Summary of Qualifications:
Must be a graduate with BS degree with 0-2 years of experience, or MS with 0-1 years of experience degree in Life Science, Engineering, or related fields.
Basic understanding of biochemistry and biotechnology.
Hands on experience with aseptic technique, microbial/mammalian cell culture is desired.
Strong communication and organization skills, be able to multi-task and exhibit a strong sense of urgency in order to accomplish daily tasks.
Experience in experimental design and data analysis using statistical tools and software.
Must be willing to work on the weekend."
