,Company,Title,Location,Salary,URL,Site,Keyword,City,State,Description
195,Microsoft,Prinicpal Data & Applied Scientist,"Sunnyvale, CA", ,https://www.indeed.com/rc/clk?jk=320c6cbea4e64da9&fccid=734cb5a01ee60f80&vjs=3,Indeed,Data Scientist,Sunnyvale, CA,"Online Advertising is one of the fastest growing businesses on the Internet today, with about $70 billion of a $600 billion advertising market already online. Search engines, web publishers, major ad networks, and ad exchanges are now serving billions of ad impressions per day and generating terabytes of user events data every day. The rapid growth of online advertising has created enormous opportunities as well as technical challenges that demand computational intelligence. Computational Advertising has emerged as a new interdisciplinary field that involves information retrieval, machine learning, data mining, statistics, operations research, and micro-economics, to solve challenging problems that arise in online advertising. The central problem of computational advertising is to select an optimized slate of eligible ads for a user to maximize a total utility function that captures the expected revenue, user experience and return on investment for advertisers.
Microsoft is innovating rapidly in this space to grow its share of this market by providing the advertising industry with the state-of-the-art online advertising platform and service. Bing Ads Relevance and Revenue (RnR) team is at the core of this effort, responsible for research & development of all the algorithmic components in our advertising technology stack, including,
User/query intent understanding, document/ad understanding, user targetingRelevance modeling, IR-based ad retrievalUser response (click & conversion) prediction using large scale machine learning algorithmsMarketplace mechanism design and optimization, and whole-page experience optimizationPersonalizationInnovative new ads productsNetwork protection, fraud detection, traffic quality measurementAdvertising metrics and measurement, including relevance and ad campaign effectivenessData mining and analyticsSupply-demand forecastingAd campaign planning and optimizationExperimentation infrastructure including tools for configuring and launching experiments, dashboard, live marketplace monitoring, and diagnosis.

We heavily use the recent advances in grid or cloud computing infrastructure to harness huge volume of data for solving many of the above mentioned problems. We love big data!
The RnR team is a world-class R&D team of passionate and talented scientists and engineers who aspire to solve challenging problems and turn innovative ideas into high-quality products and services that can help hundreds of millions of users and advertisers, and directly impact our business. Our experimentation infrastructure allows us to innovate and test new algorithms rapidly with live traffic to measure their effectiveness, and launch them in production as soon as they produce positive results, which makes our work environment productive and rewarding.
Responsibilities
A successful candidate should be passionate about advanced machine learning and NLP at web scale. They will play a key role to drive algorithmic and modeling improvement to the Bing advertising eco-system, analyze performance and identify opportunities based on offline and online testing, develop and deliver robust and scalable solutions, make direct impact to both user and advertisers experience, and continually increase revenue for Bing ads. The candidate should also have excellent communication, collaboration and analytical skills.
Qualifications
Outstanding expertise and research experience on statistical machine learning, deep learning, data mining, optimization and Bayesian inference.
Excellent problem solving and data analysis skills.
Passionate, self-motivated.
Effective communication skills, both verbal and written.
Strong software design and development skills/experience.
PhD in CS/EE or related areas is required.
5+ year of experience in the areas of NLP, deep learning, machine learning or related areas is required.
Familiarity with distributed data processing/analysis and modeling paradigm, such as Map-Reduce and MPI, is preferred.
Great design and problem solving skills, with a strong bias for quality and engineering excellence at scale.
The most successful candidates will possess the ability to learn as well as design new techniques from textbooks or research papers and apply them to the business problem at hand.
Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.
Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
196,Slack,Data Science Manager - Product Analytics,"San Francisco, CA", ,https://www.indeed.com/rc/clk?jk=66e90f30a0be1819&fccid=8d0ce3817d129779&vjs=3,Indeed,Data Scientist,San Francisco, CA,"Our Research & Analytics team works on global, cross-functional projects that are at the heart of what we do at Slack. As a leader on the Product Analytics team, you will deliver data and insights that drive decision-making, execution and investments for our product initiatives in a dedicated area of the business. The role will be responsible for both building and leading a high-performing team, and also delivering a crisp data narrative around our customers and product usage. Success requires analytical savvy, problem-solving sophistication, a willingness to roll up your sleeves and a dedication to make the highest impact possible. We are looking for someone that can think on their feet and thrives in a dynamic environment. This role will report to our Head of Product Analytics.

Responsibilities:

Set a compelling vision and prioritize work based on business partner objectives and overall goals
Lead a high-performing, high-throughput team of talented Data Scientists, while driving professional development goals of the team
Partner closely with our Product leadership team to influence planning and prioritization
Synthesize business insights and communicate a data narrative around product usage, tying this into the overall Slack strategy
Work with the team to manage the end-to-end process: scope projects, build pipelines and datasets, synthesize results, craft automated dashboards/bots, and communicate an informed recommendation. Jump in when needed!
Contribute high quality work as an individual contributor, in addition to management duties
Partner closely with Researchers, and when appropriate, align roadmaps and collaborate on projects to answer complex questions
Build partnership and alignment with our data cross-functional partners, including Data Engineering and Business Intelligence, to author and develop core data sets and empower operational and exploratory analysis
Play an active role in building a best-in-class team, with a responsibility to contribute best practices and serve as a role model
Communicate solutions confidently and effectively across Slack
We strive to build a culture that stabilizes our values and have high standards of execution. We require someone who can:

Be humble, hardworking and collaborative in order to connect with the team and throughout the business
Remain focused while working across a wide variety of projects
Simplify huge data sets, complex problems and extract insights with frameworks and analyses
Requirements:

6+ years of data analytics work experience and 2+ years of management experience
A proven track record of using quantitative analysis to impact key decisions
Ability to build clear and concise presentations, and communicate effectively at every level of the organization
Experience dealing with unstructured business issues and successfully leading teams to resolve these issues
Experience writing SQL queries and working with large data sets
Strong project management skills
BA/BS degree. Graduate degree a plus

Slack is the collaboration hub of choice for companies of all sizes, all across the world. By using Slack, they ensure that the right people are always in the loop, that key information is always at their fingertips, and new team members can get up to speed easily. With Slack, teams are better connected.
Launched in February 2014, Slack is the fastest growing business application ever and is used by thousands of teams and millions of users every day. We currently have nine offices worldwide, in San Francisco, Vancouver, Dublin, Melbourne, New York, London, Tokyo, Toronto and Denver.
Ensuring a diverse and inclusive workplace where we learn from each other is core to Slack's values. We welcome people of different backgrounds, experiences, abilities and perspectives. We are an equal opportunity employer and a pleasant and supportive place to work. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.
Come do the best work of your life here at Slack."
197,Cognizant,Data Scientist,"Torrance, CA", ,https://www.indeed.com/rc/clk?jk=2e0988e1bfc4471e&fccid=2df6a1e69a70a1e7&vjs=3,Indeed,Data Scientist,Torrance, CA,"Sr. Data Scientist or Principal Data Scientist
Qualification:
Computer Science/IT.Operations Research/Applied Math.Engineering.Statistics.

Responsibility:
Business:
'Works with the business team to identify the right business objective and data required to answer the same.Executes a data collection plan from both structured and unstructured sources that helps in data exploration , hypothesis testing and statistical modeling.Analyzes data and generates insights that can articulated to business stakeholders.Develops POCs that can be used to generate business decisions.Simulates several scenarios through an interactive visualization that deepens the business understanding with underlying trends and root causes.

Technical Skills
SNoPrimary SkillProficiency Level *Rqrd./Dsrd.

1R Statistical PackagePL3Required

2TableauPL2Desired

3PythonPL3Required

4ANSI SQLPL2Required

5SASPL3Desired
Proficiency Legends
Proficiency LevelGeneric Reference

PL1The associate has basic awareness and comprehension of the skill and is in the process of acquiring this skill through various channels.

PL2The associate possesses working knowledge of the skill, and can actively and independently apply this skill in engagements and projects.

PL3The associate has comprehensive, in-depth and specialized knowledge of the skill. She / he has extensively demonstrated successful application of the skill in engagements or projects.

PL4The associate can function as a subject matter expert for this skill. The associate is capable of analyzing, evaluating and synthesizing solutions using the skill.

Employee Status : Full Time Employee
Shift : Day Job
Travel : No
Job Posting : Dec 24 2018
Cognizant US Corporation is an Equal Opportunity Employer Minority/Female/Disability/Veteran. If you require accessibility assistance applying for open positions in the US, please send an email with your request to CareersNA2@cognizant.com

About Cognizant
Cognizant is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant, a member of the Nasdaq-100, is ranked 195 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us on Twitter: USJobsCognizant.

Cognizant is recognized as a Military Friendly Employer and is a coalition member of the Veteran Jobs Mission. Our Cognizant Veterans Network assists Veterans in building and growing a career at Cognizant that allows them to leverage the leadership, loyalty, integrity, and commitment to excellence instilled in them through participation in military service."
198,Modcloth,Data Scientist,"Los Angeles, CA 90021", ,https://www.indeed.com/rc/clk?jk=37b035d7526ae025&fccid=0a6418b052292bec&vjs=3,Indeed,Data Scientist,Los Angeles, CA 90021,"ModCloth is an innovative, digitally native lifestyle brand committed to inspiring individual style and helping our community of customers be the best version of themselves. Our products are vintage inspired and feature feminine silhouettes and bright, colorful prints. ModCloth designs and sells its own signature line of apparel in a full range of sizes, and curates a unique assortment of fashion and home decor from more than one hundred independent designers.

ModCloth is looking for a passionate, creative data scientist professional to join our Data & Analytics team. You will have the unique opportunity to work with massive business and social data generated by ModCloth’s unparalleled online and offline commerce. You will be responsible for building and leveraging cutting-edge machine learning, data mining, and optimization techniques to design and implement robust, scalable predictive models and analytics solutions. You will be a part of a cross-functional team of scientists, analysts, engineers, product managers, and business professionals that sit at the intersection of data science, big data, IT infrastructure, and business operations.

This role is vital to creating a positive, engaging, and unique experience for our customers. The Data Scientist will help to build our Advanced Analytics & Data Science team and launch our effort to build a data-centric culture with data-driven products.

ModCloth wants to create an in-house analytics team that leverages market, industry and customer-driven data to empower business decisions and deliver critical insights, metrics, and tools that continually improve upon our ability to provide actionable guidance to our business leaders. We want to answer questions like:

What business decisions drive the best outcomes?Why do users conduct activities in a particular sequence and does it matter?What underlying trends exist that will impact the industry in the next 12-36 months?Is there a clear set of behaviors that make a company great?What drives member engagement?

and of course...

What's next?

We are on a mission to build an eco-system that is run on data! If you have the skills and passion for providing data analysis and building data-driven products to drive that mission, then we want you to be our next Data Scientist!
What you'll do...
Perform hands-on data exploration, processing, and analysis on massive data sets.
Use machine learning, deep learning and data mining techniques to develop robust predictive models across multiple business functions; examples include omni-channel personalization, dynamic content distribution, and brand sentiment models.
Pull data from warehouse, perform feature engineering, back-test models, compare model performances and communicate the results to stakeholders.
Research and develop state-of-the-art algorithms that address complex business problems.
You have...
Advanced degree (Master or PhD) in any STEM field plus one to two years of related experience.
Technical expertise in data mining, machine learning, and statistical analysis.
Proficient in machine learning and data mining packages in Python.
Experience working with large data sets and distributed computing tools (Map/Reduce, Hadoop, Hive, or Spark). Expertise with shell scripting.
Ability to work in a fast-paced, iterative development environment.
Good communication skills, ability to work with cross-functional teams of technical and non-technical members.
Programming skills in one of the following languages: SQL, Java, or JavaScript on a UNIX or Linux platform.
** Please note that U.S. Visa Sponsorship and Relocation Assistance are not currently available for this role.

We’re building a new kind of company and culture, and we’re building it from the inside out. We are investing in hiring, developing, and retaining the brightest minds in the world. Everything we do is grounded in our core values: integrity, empathy, intellectual honesty and spirit of creativity & innovation."
199,Arosys,Data Scientist / Data Analyst,"Sunnyvale, CA", ,https://www.indeed.com/rc/clk?jk=bd93f3f05cd92625&fccid=dc179bf07c38b2bd&vjs=3,Indeed,Data Scientist,Sunnyvale, CA,"Are you a driven and inquisitive data scientist? Do you love finding insights in large, unique datasets? Want to play a crucial role at a dynamic company?
Join Arosys as a Data Scientist! As part of this fast-growing team, you’ll develop deep insights for our business units to execute as we continue to grow, and have a tremendous impact on the success of a game-changing company.
What you’ll do:
Extract actionable insights from huge volumes of data using data mining, statistics, and database techniques.
Work cross-functionally to identify problems in different areas where data mining/machine learning/statistics can help.
Conduct studies, rapid pilots, and use advanced data mining and modelling techniques to build solutions that optimise the quality and performance of our data.
Analyse data quality issues and identify root causes and remedies.
Simplify and explain data science work examples to non-quant business users.
What’s required:
Fluency in modern advanced analytical tools and programming languages (e.g. Python, R, MATLAB etc.).
A PhD in statistics, math, engineering, physical sciences, computer science or another quantitative discipline.
Substantial experience with the use of relational (and un-relational) databases for data storage and analysis, including SQL fluency for data extraction and management.
Curiosity and pragmatism! You should be excited to ask the right questions, find the right answers, and identify trends and factors important for the business.
Experience with machine learning, conceptual modelling, hypothesis testing, NLP, etc. is a plus."
200,Google,"Data Scientist, Engineering","San Bruno, CA", ,https://www.indeed.com/rc/clk?jk=82217204f24f746d&fccid=a5b4499d9e91a5c6&vjs=3,Indeed,Data Scientist,San Bruno, CA,"Note: By applying to this position your application is automatically submitted to the following locations: Mountain View, CA, USA; New York, NY, USA; San Bruno, CA, USA; Seattle, WA, USA; San Francisco, CA, USA

Minimum qualifications:
MS degree in a quantitative discipline (e.g., statistics, operations research, bioinformatics, economics, computational biology, computer science, mathematics, physics, electrical engineering, industrial engineering).

2 years of relevant work experience in data analysis or related field. (e.g., as a statistician / data scientist / computational biologist / bioinformatician).

Experience with statistical software (e.g., R, Python, Julia, MATLAB, pandas) and database languages (e.g., SQL).

Preferred qualifications:
PhD degree in a quantitative discipline as listed in Minimum Qualifications.

4 years of relevant work experience (e.g., as a statistician / computational biologist / bioinformatician / data scientist), including deep expertise and experience with statistical data analysis such as linear models, multivariate analysis, stochastic models, sampling methods. Analytical engagements outside class work while at school can be included.

Applied experience with machine learning on large datasets.

Experience articulating business questions and using mathematical techniques to arrive at an answer using available data. Experience translating analysis results into business recommendations.

Demonstrated skills in selecting the right statistical tools given a data analysis problem. Demonstrated effective written and verbal communication skills.

Demonstrated leadership and self-direction. Demonstrated willingness to both teach others and learn new techniques.
About the job
As a Data Scientist, you will evaluate and improve Google's products. You will collaborate with a multi-disciplinary team of engineers and analysts on a wide range of problems. This position will bring analytical rigor and statistical methods to the challenges of measuring quality, improving consumer products, and understanding the behavior of end-users, advertisers, and publishers.
Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, data scientists not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another. Responsibilities

Work with large, complex data sets. Solve difficult, non-routine analysis problems, applying advanced analytical methods as needed. Conduct end-to-end analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.

Build and prototype analysis pipelines iteratively to provide insights at scale. Develop comprehensive understanding of Google data structures and metrics, advocating for changes where needed for both products development and sales activity.

Interact cross-functionally with a wide variety of people and teams. Work closely with engineers to identify opportunities for, design, and assess improvements to google products.

Make business recommendations (e.g. cost-benefit, forecasting, experiment analysis) with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information.

Research and develop analysis, forecasting, and optimization methods to improve the quality of Google's user facing products; example application areas include ads quality, search quality, end-user behavioral modeling, and live experiments.
At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by emailing candidateaccommodations@google.com ."
201,Stitch Fix,Data Scientist - Merch Inventory Algorithms,"San Francisco, CA", ,https://www.indeed.com/rc/clk?jk=1e8546d173e118e2&fccid=1c70eede37c5caee&vjs=3,Indeed,Data Scientist,San Francisco, CA,"About the Team
--------------

At Stitch Fix, our data science team combines artificial intelligence together with expert-human judgment to generate innovative recommendations and insights that help our clients look and feel their best. The Inventory Algorithms team builds and integrates automated systems for recommending how many units the business should purchase of a particular style or size. The team supports key buying and planning strategies and transforms existing processes. As a member of the team, you will contribute to developing and maintaining tools and algorithms to solve business problems which scale with the company, connect with existing engineering systems and innovate solutions in cases where inventory forecasts have high uncertainty. This is a full-stack data scientist role, and an opportunity to quickly see your impact on merchandising decisions across the entire Men's, Women's and Kids' business.

About the Role
--------------

In this role you will bridge the three vertical projects the team owns - Inventory Sizing, Replenishment and Extras Management. You will provide support, identify overlaps and global solutions, create space for more research and innovation.

You're excited about this opportunity because you will…
--------------------------------------------------------------


Support the maintenance and improvement of production algorithmic systems for automating inventory decisions.
Design, build and deploy algorithmic capabilities specifically for areas of inventory with high forecast uncertainty to improve client experience.
Contribute to a culture of technical collaboration and scalable development within the team.
Identify and seize opportunities for building global, adaptable solutions where capabilities overlap.
Partner across the business with data science, merchandise and engineering collaborators to integrate solutions, deliver insights and communicate plans and deliverables.

We're excited about you because…
---------------------------------------------


You have a strong statistics background, with proven application to modeling and analysis.
You have solid cross-functional communication skills to build relationships with business partners and support integrated solutions.
You have at least 2 years of technical experience, preferably in Python, including industry practices like code reviews and design, unit tests.
You are innovative, adaptable, eager to share ideas and strategize on solutions.
You possess a desire to grow as a full stack data scientist in a business environment.

Why you'll love working at Stitch Fix…
---------------------------------------------


We are a group of bright, kind and challenge-motivated people. You can be your authentic self here, and are empowered to encourage others to do the same!
We are a successful, fast-growing company at the forefront of tech and fashion, redefining retail for the next generation.
We are a technology and data-driven business.
We are committed to our clients and connected through our vision of ""Transforming the way people find what they love.""
We love solving problems, thinking creatively and trying new things.
We believe in autonomy & taking initiative.
We are challenged, developed and have meaningful impact.
We take what we do seriously. We don't take ourselves seriously.
We have a smart, experienced leadership team that wants to do it right & is open to new ideas.
We offer competitive compensation packages and comprehensive health benefits.
You will be proud to say that you work for Stitch Fix and will know that the work you do brings joy to our clients every day.

About Stitch Fix

Stitch Fix is redefining retail shopping using a unique blend of art and science to deliver a deeply personalized service to our customers. This novel juxtaposition—at once analytic and artistic, technical and adventurous—attracts an extraordinary collection of talented people who are both thinkers and doers. Our diverse workforce has catalyzed enormous company growth over the past three years in terms of customer satisfaction and service efficacy. We'd love for you to help us carry on the trend.
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
202,Stitch Fix,Data Scientist - Inventory Forecasting and Health,"San Francisco, CA", ,https://www.indeed.com/rc/clk?jk=c5fe6c59c529d799&fccid=1c70eede37c5caee&vjs=3,Indeed,Data Scientist,San Francisco, CA,"About the Team
--------------

Join the most empowered data science team around! With a bottoms-up culture and our amazing leadership, you'll be surprised how much voice and influence your work impacts our business. Our team in particular makes sure that the company has the right amount of inventory at the right time. To do this, we forecast future inventory state for each one of our warehouses, and quantify how healthy that inventory is to serve our entire, very diverse clientbase. We continuously collaborate with the business partners across the Women's, Men's and Kids' clothing teams as well as with the Algorithm Team for wider and deeper impact. Ultimately, we inform, drive and automate inventory decisions to enable an even more personalized styling experience for our customers.

About the Role
--------------

This role will be responsible for the Stitch Fix algorithmic allocation efforts, which helps the company send the right amount of inventory to each warehouse. In this role, you will create, improve, and run allocation strategies that maintain a healthy inventory across Stitch Fix warehouses in collaboration with business partners. This role has more software engineering than other data scientist positions on the team and is also closely tied to inventory forecasting efforts.

You're excited about this opportunity because you will…
--------------------------------------------------------------


Have autonomy and impact in your work thanks to our bottoms-up culture and a Chief Algorithm Officer reporting directly to the CEO
Create and test new allocation strategies to maintain healthy inventory across Stitch Fix warehouses
Communicate and collaborate with business partners in order to run allocation strategies across all departments of the company
Maintain fast runtimes for the inventory forecasting and allocation code to promote interactive use cases
Maintain and improve the reliability of the inventory forecasting and allocation code through standard software engineering practices
Cross-functionally add new features to improve the prediction accuracy of the inventory forecasting code
Create and implement service level agreements with the broader inventory optimization team in order to best fulfill business objectives
Continue to grow your skill set through our great company wide development programs in communication and culture, as well as technical programs within the algorithms team

We're excited about you because…
---------------------------------------------


You have a Master's in Statistics/Biostatistics/Math/Physics/Chemistry/Computer Science
You have at least 2-4 years of experience, with 1 year of software engineering experience, 1 year relevant to cross-functional team communication, and 1 year applying statistics and machine learning in production
You have a bias toward action
You have strong cross functional communication skills that help simplify and move complex problems forward with business partners
You have strong standards for software engineering practices such as implementing automated unit tests, are familiar with Computer Science algorithm fundamentals like runtime complexity, and have 1 year of software engineering experience
You have a solid background in statistics: 2-3 stats courses and 1 year of relevant professional experience
You're proficient in machine learning: 2 courses and 1 year of relevant professional experience
You have production data science experience, i.e. not just fitting a model but being held accountable for performance and reliability in production

Why you'll love working at Stitch Fix...
----------------------------------------------


We are a group of bright, kind and goal oriented people. You can be your authentic self here, and are empowered to encourage others to do the same!
We are a successful, fast-growing company at the forefront of tech and fashion, redefining retail for the next generation
We are a technologically and data-driven business
We are committed to our clients and connected through our vision of ""Transforming the way people find what they love""
We love solving problems, thinking creatively and trying new things
We believe in autonomy & taking initiative
We are challenged, developed and have meaningful impact
We take what we do seriously. We don't take ourselves seriously
We have a smart, experienced leadership team that wants to do it right & is open to new ideas
We offer competitive compensation packages and comprehensive health benefits
You will be proud to say that you work for Stitch Fix and will know that the work you do brings joy to our clients every day

About Stitch Fix
Stitch Fix is an online personal style service for men and women combining art and science to disrupt and redefine the retail industry. We're the first fashion retailer to blend expert styling, proprietary technology and unique product to deliver a refined and deeply personalized shopping experience. We leverage vast amounts of client data to make decisions throughout the company. All of this results in a simple, powerful offering to our customers and a successful, growing business. We believe we are only scratching the surface of our opportunity; and we're looking for incredible people to contribute! We'd love for you to help us carry on the trend.
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
203,Facebook,"Data Scientist, Analytics - Sharing/Stories","Menlo Park, CA", ,https://www.indeed.com/rc/clk?jk=54355d0bf4c8d900&fccid=1639254ea84748b5&vjs=3,Indeed,Data Scientist,Menlo Park, CA,"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities — we're just getting started.
At the heart of connecting people together is building a platform that fosters sharing between you and family, friends, and community. Industry wide, we’ve seen Stories as a new sharing/consumption format rise. One of the top priorities for Facebook this year will be leaning into this trend and making sure that Facebook is a Stories first product. With this change means disrupting the existing ecosystem within Facebook; it means shifting people’s sharing behaviors to be more visual and less text-heavy; it means changing the way people consume content from their friends and family and moving away from a News Feed format; it’ll mean learning how to monetize this new format to mitigate expected revenue cannibalization from News Feed, etc. We need a Data Scientist who is capable of tackling all aspects of this problem. As Data Scientist on the team, you’ll be expected to stretch across growth, engagement, and monetization of Stories, and work with data scientists to help the company execute this major shift.


RESPONSIBILITIES

Use existing insights, and develop an understanding agenda to unearth new ones, to drive the product strategy

Own all communications of insights to management in support of strategic decision-making

Partner with cross-functional teams to identify new opportunities requiring the use of modern analytical and modeling techniques

Plan, and be able to conduct as needed, end-to-end analyses, from data requirement gathering, to data processing and modeling

Own ongoing deliverables and communications

Work with data engineers to architect data and modeling pipelines
MINIMUM QUALIFICATIONS

MS degree in a quantitative discipline (e.g., statistics, operations research, econometrics, computer science, applied mathematics, physics, electrical engineering, industrial engineering) or equivalent experience

10+ years experience doing quantitative analysis or statistical modeling

Knowledge of at least one modeling framework (e.g., SciKit Learn, TensorFlow, SAS, R, MATLAB)

Experience influencing product strategy through data-centric presentations (to product, business, and other stakeholders)

Knowledge in at least one of the following areas: predictive modeling, machine learning, experimentation methods

Experience extracting and manipulating large datasets

Development experience in any scripting language (PHP, Python, Perl, etc.)
PREFERRED QUALIFICATIONS

5+ years experience leading technical teams

Experience with distributed computing (Hive/Hadoop)"
204,Zillow Group,Trulia: Machine Learning Engineer - Intern,"San Francisco, CA 94102 (Downtown area)", ,https://www.indeed.com/rc/clk?jk=9215ba4af59ce075&fccid=913e1b259c8d65e2&vjs=3,Indeed,Data Scientist,San Francisco, CA 94102 (Downtown area),"InternshipAbout the team
In new product design roles: develops and programs integrated software algorithms to structure, analyze and leverage data in product and systems applications in both structured and unstructured environments. Develops and communicates descriptive, diagnostic, predictive and prescriptive insights/algorithms. In product/systems improvement projects: uses machine language and statistical modeling techniques such as decision trees, logistic regression, Bayesian analysis and others to develop and evaluate algorithms to improve product/system performance, quality, data management and accuracy. In both theoretical development environments and specific product design, implementation and improvement environments, uses current programming language and technologies to translate algorithms and technical specifications into code. Completes programming and implements efficiencies, performs testing and debugging. Completes documentation and procedures for installation and maintenance. May interact with users to define system requirements and/or necessary modifications. Employees in this role are expected to apply knowledge of experimental methodologies, statistics, optimization, probability theory and machine learning using code for tool building, statistical analysis and modeling using both general purpose software and statistical languages. Can work with large scale computing frameworks, data analysis systems and modeling environments.
About the role
Trulia is looking for a Machine Learning Engineer Intern to join growing world-class Applied Science and Machine Learning group dedicated to excellence. You'll be focused on one or more of several initiatives, including personalization and recommendation, deep learning, computer vision, consumer engagement prediction, to help make Trulia build a more neighborly world by helping our consumers discover a place they will love to live.

Who you are
You will:
Design and code highly scalable, machine learning applications (both pipelines and services) processing large volumes of data.
Participate in the entire development lifecycle, from concept to release.
Collaborate with other Machine Learning Engineers and Applied Scientists in designing and implementing your technical design.
Follow agile processes with a focus on delivering production-ready testable code in small iterations.
Participate in all phases of quality assurance and defect resolution.
Participate in monitoring the quality and health of your system.
Help build large scale infrastructure and framework for data processing and feature generation to ensure consistent data and features are used across model training and online and batch deployments

Get to know us
Trulia's mission is to build a more neighborly world by helping you discover a place you'll love to live. Homebuyers and renters use Trulia's website and suite of mobile apps to get a deeper understanding of homes and neighborhoods across the U.S. through personalized recommendations, insights sourced straight from locals, and 34 neighborhood map overlays that offer details on commute, reported crime, schools, nearby businesses, and more. Founded in 2005, Trulia is based in San Francisco, and owned and operated by Zillow Group, Inc. (NASDAQ: Z and ZG). Trulia is a registered trademark of Trulia, LLC.
Zillow Group is owned, fueled and grown by innovators who help people make better, smarter decisions around all things home. We encourage one another at every level, and our efforts are supported by employee-driven, world-class benefits that enable us to enjoy our lives outside the office while building fulfilling careers that impact millions of individuals every day.

Zillow Group is an equal opportunity employer committed to fostering an inclusive, innovative environment with the best employees. Therefore, we provide employment opportunities without regard to age, race, color, ancestry, national origin, religion, disability, sex, gender identity or expression, sexual orientation, or any other protected status in accordance with applicable law. If there are preparations we can make to help ensure you have a comfortable and positive interview experience, please let us know."
